,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как звали жену президента США Джона Кеннеди?,Жаклин,Жанна,Мерилин,Кетлин
1,"Как называется внешняя часть атмосферы Солнца, видимая во время полных солнечных затмений?",Корона,Венец,Ореол,Нимб
2,"Кто является режиссёром фильма ""Титаник"", выпущенного в 1997 году?",Кэмерон,Земекис,Коппола,Спилберг
3,В память о каком событии Великобритания ежегодно в ночь на 5 ноября любуется праздничным фейерверком и сжигает чучело?,Провал Порохового заговора против короля и парламента,"Создание трагедии ""Король Лир"" У. Шекспиром",Рождение богослова Томаса Брауна,Основание Вестминстерского аббатства
4,"Что кричат крановщику, чтобы он опустил груз?",Майна!,Вира!,От винта!,Атас!
5,В каком году фильм Сергея Бондарчука «Война и Мир» был удостоен премии «Оскар»?,1969,1973,1982,1967
6,В кого богиня Афина превратила бросившую ей вызов ткачиху и вышивальщицу Арахну?,В паука,В змею,В рыбу,В жабу
7,В какой стране денежная единица называется денар?,Македония,Словения,Сербия,Хорватия
8,Кто из этих Римских пап созвал Первый Латеранский собор?,Каликст II,Гонорий II,Геласий II,Целестин II
9,Сколько миндалин входит в лимфатическое глоточное кольцо?,6,4,2,5
