,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой цвет стал характеристикой необразованного и малокультурного человека?,Серый,Хаки,Белый,Чёрный
1,"Что является мельчайшей частицей вещества, определяющей его свойства?",Молекула,Атом,Ион,Электрон
2,"Какое произведение А.С. Пушкина не входит в литературный цикл ""Маленькие трагедии""?",Братья разбойники,Моцарт и Сальери,Скупой рыцарь,Каменный гость
3,В каком месяце нашёлся нос гоголевского майора Ковалёва?,Апрель,Декабрь,Сентябрь,Май
4,В какой стране находится самая длинная железная дорога в мире? ,В России,В Китае,В Австралии,В США
5,Кому за победы русской армии в пределах Смоленской губернии в ходе Отечественной войны 1812 г. пожаловано наименование «Смоленский»?,М. И. Голенищеву-Кутузову,П. Х. Витгенштейну,П. И. Багратиону,М. Б. Барклаю-де-Толли
6,Как звали знаменитого мореплавателя Кука?,Джеймс,Джон,Джозеф,Томас
7,Во времена какого правителя на государственном гербе России изображался Мальтийский крест?,Павел I,Иван Грозный,Екатерина I,Николай II
8,Назовите родину волнистого попугая,Австралия,Южная Америка,Африка,Юго-Восточная Азия
9,На территории какого современного штата США родилась Покахонтас - индейская принцесса Матоака ?,Виргиния,Техас,Мичиган,Колорадо
