,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что из перечисленного называют цедрой?,Кожуру цитрусовыx,Корку арбуза,Ядра ореxов,Мякоть кокоса
1,За какое время Луна совершает полный оборот вокруг Земли?,27 суток,1 сутки,7 суток,31 сутки
2,Во что превращается вода при 212 градусах по Фаренгейту?,Пар,Лёд,Дождь,Снег
3,Какой орган человека вырабатывает желчь?,Печень,Желудок,Селезенка,Почки
4,Именем какого президента назван аэропорт в Вашингтоне?,Рейган,Эйзенхауэр,Кеннеди,Никсон
5,Кто из этих биатлонистов самый титулованный?,Уле-Эйнар Бьерндален,Франк Ульрих,Александр Тихонов,Свен Фишер
6,"Какое из этих мифических существ изображалось в виде фигуры с головой и руками человека, и с телом змеи?",Нюйва,Слейпнир,Кетцалькоатль,Гаруда
7,Какая геометрическая фигура принадлежит к семейству архимедовых тел?,Курносый куб,Пентакисдодекаэдр,Триакисикосаэдр,Ромбододекаэдр
8,Какой из этих камней в старину называли «карбункул»?,Гранат,Оникс,Гагат,Селенит
9,Как называется боязнь всего?,Панофобия,Тафофобия,Сомнифобия,Фагофобия
