,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,С каким природным катаклизмом столкнулся ёжик из мультфильма?,Туман,Буран,Дождь,Смерч
1,Что в Советском Союзе называли царицей полей?,кукурузу,гречиху,рожь,пшеницу
2,"Как называлась планета, на которой происходят события в фильме ""Аватар""?",Пандора,Церера,Орфей,Криптон
3,"Почему герой Некрасова дедушка Мазай не охотился на зайцев ни летом, ни весной?",плохой мех,запрещено,выводят потомство,становятся тощими
4,"От какой болезни страдал Понтий Пилат в романе Булгакова ""Мастер и Маргарита""?",Мигрень,Эпилепсия,Воспаление легких,Гемофилия
5,В каком современном городе Винницкой области Украины родился Н. А. Некрасов?,Немиров,Бар,Тульчин,Брацлав
6,В каком швейцарском городе установлен памятник Фредди Меркьюри?,Монтрё,Невшатель,Интерлакен,Лугано
7,Кто из черепашек-ниндзя носит синюю маску?,Леонардо,Рафаэль,Донателло,Микеланджело
8,Какое боевое прозвище было у отца Ганнибала?,Молния,Вепрь,Пламя,Плеть
9,Какой из этих футбольных клубов ни разу не становился победителем Лиги чемпионов (кубка европейских чемпионов) УЕФА?,Арсенал (Лондон),Стяуа (Бухарест),Фейеноорд (Роттердам),Селтик (Глазго)
