,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что Верещагин, герой фильма ""Белое солнце пустыни"", просил у жены вместо надоевшей черной икры?",Хлеб,Борщ,Пшенную кашу,Красную икру
1,"Как называется человек, оказывающий помощь боксеру в перерывах между раундами?",Секундант,Часотант,Минуткант,Векотант
2,"Как называют съедобные грибы, появляющиеся в конце июня — начале июля, когда вырастает рожь?",колосовики,сопляки,сорняки,травники
3,В каком итальянском городе происходят основные действия пьесы Шекспира «Ромео и Джульетта»?,Верона,Неаполь,Парма,Палермо
4,Как называется декоративный рельеф в виде лица человека или головы животного?,Маскарон,Виадук,Картуш,Гласис
5,"Название какой территории Индии переводится как ""Пятиречье""?",Пенджаб,Харьяна,Кашмир,Трипура
6,"Какую фамилию носила Беатриче, возлюбленная великого Данте?",Портинари,Грассари,Дженуари,Вазари
7,Стихотворения какого поэта стали текстами национальных гимнов двух разных государств?,Рабиндраната Тагора,Роберта Бёрнса,Генриха Гейне,Поля Верлена
8,Каким шведским орденом была награждена была Екатерина II?,Орденом Серафимов,Орденом Карла XIII,Орденом Полярной звезды,Орденом Вазы
9,Какой из этих германских монархов правил раньше?,Конрад II,Фридрих II,Альбрехт II,Лотарь II
