,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какая кухонная утварь нужна, чтобы пассеровать лук?",сковорода,скалка,дуршлаг,чайник
1,На каком языке говорили древние римляне?,Латинский,Английский,Итальянский,Древнегреческий
2,Как называется японское искусство аранжировки цветов?,Икебана,Оригами,Батик,Бонсаи
3,"Как заканчиваются слова Джорджа Оруэлла: «готов согласиться, что история большей частью неточна и необъективна, но особая мечта нашей эпохи — отказ от самой идеи, что...»?","Возможна история, которая правдива",Необъективность истории благотворна,Она требует изучения,Можно спрямить призму своих пристрастий
4,Какое из этих существ не относится к классу насекомых?,Паук,Пчела,Муравей,Бабочка
5,Какой из этих президентов США подписал приказ об атомной бомбардировке городов?,Трумэн,Кулидж,Рузвельт,Эйзенхауэр
6,"Как называлась американская подлодка, совершившая первое подводное кругосветное плавание?","""Тритон""","""Барракуда""","""Аргонавт""","""Дельфин"""
7,В каком году в последний раз были напечатаны купюры с изображением В. И. Ленина?,В 1992 году,В 1990 году,В 1988 году,В 1994 году
8,Как звали хранителя кедровых ливанских лесов в эпосе о Гильгамеше?,Хумбаба,Энкиду,Шамаш,Шамхат
9,К какому фундаментальному взаимодействию относится сила трения?,Электромагнитному,Слабому,Гравитационному,Сильному
