,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0, Назовите столицу Швейцарии?,Берн,Мадрид,Берлин,Копенгаген
1,Какая форма правления принята в Норвегии?,Конституционная монархия,Президентская республика,Парламентская республика,Теократия
2,На каком холме расположен Московский Кремль?,Боровицкий,Трехгорный,Лефортовский,Сретенский
3,Где в окрестностях Санкт-Петербурга была дача Анны Ахматовой?,Комарово,Отрадное,Сестрорецк,Репино
4,Что из этого не относится к головным уборам?,Хиджаз,Тагельмуст,Арахчын,Куфия
5,Где заканчивается большой круг кровообращения?,В правом предсердии,В левом желудочке,В правом желудочке,В левом предсердии
6,"Как назывался фильм режиссера Джузеппе Торнаторе, в котором актриса Ксения Раппопорт исполнила главную женскую роль и получила приз итальянской киноакадемии?",«Незнакомка»,«Невестка»,«Русская невеста»,«Цветы календулы»
7,Кто в день своей казни написал строки: «Бог и Государь решили участь мою»?,К. Ф. Рылеев,С. И. Муравьев-Апостол,П. И. Пестель,П. Г. Каховский
8,Какое холодное оружие относится к ударному с пробойником?,Чекан,Тонфа,Кистень,Буздыхан
9,Из какого языка пришло к нам слово ''сабля''?,Венгерский,Польский,Арабский,Турецкий
