,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В каком году родился А.С.Пушкин?,1799,1751,1780,1784
1,"Какое название носит улица в центре Москвы, с которой начинался путь на Рязань?",Солянка,Борщ,Окрошка,Куриный бульон
2,Что в переводе с латинского означает имя Виктор?,победитель,повелитель,любитель,завоеватель
3,Для приготовления какого соуса вам потребуется соленый огурец?,тартар,карри,чили,бешамель
4,Какое соцветие имеет одуванчик?,корзинка,початок,головка,зонтик
5,"Кто из этих фантастов родился в РСФСР, но всю сознательную жизнь прожил в США?",А. Азимов,Д. Симмонс,Р. Желязны,Р. Шекли
6,Каким по счёту президентом Бразилии является Дилма Вана Русеф?,36,13,25,47
7,Сколько линий в минском метро?,2,5,3,10
8,"В каком альбоме группы The Beatles вышла песня ""Back in the USSR"" (Снова в СССР)?","""The Beatles""(Белый альбом)","""Sgt.Peppers Lonely Hearts Club Band""","""Revolver""","""Yellow Submarine"""
9,"Как называется швейцарский обзорный поезд, курсирующий между Санкт-Морицем и Церматтом?",«Ледниковый Экспресс»,«Вильгельм Телль»,«Золотой перевал»,«Шоколадный поезд»
