,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кто сочинил ""Танец с саблями""?",Арам Xачатурян,Петр Ильич Чайковский,Игорь Крутой,Пол Маккартни
1,"От чего, согласно легенде, умерла Клеопатра?",Укуса змеи,Укуса малярийного комара,Укуса скорпиона,Укуса цеце
2,Название какого танца происходит от слова «прикосновение»?,Сиртаки,Чарлстон,Вальс,Фламенко
3,Чей день рождения является официальным выходным во всех штатах Америки?,Джорджа Вашингтона,Английской королевы,Действующего президента,Христофора Колумба
4,Кто по профессии восьмикратный лауреат премии «Оскар» Эдит Хэд?,Художник по костюмам,Актриса,Композитор,Драматург
5,В каком фильме В. С. Высоцкому довелось сыграть с женой И. А. Пырьева Лионеллой?,"""Опасные гастроли""","""Вертикаль""","""Интервенция""","""Служили два товарища"""
6,"Где, согласно легенде, погибал мальчик Уинстон Черчилль, когда его спас фермер, отец будущего учёного Александра Флемминга?",В болоте,На пожаре,У обрыва,В реке
7,"Как назывался период итальянской истории и культуры, охватывающий XVII век?",сейченто,новеченто,тарченто,чинквеченто
8,Какой из этих городов расположен ближе к экватору?,Дамаск,Пекин,Тунис,Вашингтон
9,"Кто, по словам Йозефа Швейка, сказал: «Пусть было, как было, ведь как-нибудь да было! Никогда так не было, чтобы никак не было»?",Угольщик Франтишек Шквор,Аптекарь Кокошка,Стрелочник Юнгвирт,Божетех из Коширж
