,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В каком помещении не приняты рукопожатия?,В туалете,В конференц-зале,В кинотеатре,В ресторане
1,Кто написал повесть «Барышня-крестьянка»?,Александр Пушкин,Антон Чехов,Лев Толстой,Иван Тургенев
2,"Кровь какой группы требовалась для переливания товарищу Дынину в фильме ""Добро пожаловать, или Посторонним вход воспрещён""?",33,3,2,1
3,"Какое морское животное называют ""испанским танцором""?",Моллюска,Медузу,Червя,Рыбу
4,Какой водяной знак виден на валюте Танзании - Танзанийском шиллинге?,Жираф,Буйвол,Черный носорог,Лев
5,"Кто, согласно арабской мифологии, являлся отцом и главой всех джиннов?",Иблис,Геб,Вадд,Баал
6,"Какое литературное произведение в первоначальном варианте называлось ""Дункан и его команда""?","""Тимур и его команда""","""Красные дьяволята""","""Двенадцать стульев""","""Дети капитана Гранта"""
7,"Кто читает закадровый текст от автора в фильме Леонида Гайдая ""За спичками""?",Александр Ширвиндт,Александр Белявский,Юрий Яковлев,Зиновий Гердт
8,Как называется единица меры количества фолловеров в Твиттере?,Уитонс,Хилтонс,Тэйлорс,Такерс
9,Что из перечисленного не синтезируется из холестерина в человеческом организме?,Холин,Витамин D,Желчные кислоты,Половые гормоны
