,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Стяг какого цвета имеет «Веселый Роджер»?,Черный,Лиловый,Белый,Красный
1,"Какого короля англичане прозвали ""Львиное сердце""?",Ричард I,Вильгельм I,Генрих I,Георг I
2,В какой стране родился танец фламенко?,Испания,Непал,Норвегия,Польша
3,Какой из перечисленных цветов относится к луковичным?,Тюльпан,Пион,Роза,Астра
4,В каком месяце в России не праздновался Новый год?,Ноябрь,Январь,Март,Сентябрь
5,Какой город является столицей Хорватии?,Загреб,Будапешт,Белград,Шкодер
6,В каком городе расположена галерея Тейт?,Лондон,Венеция,Мадрид,Неаполь
7,Сколько пенсов было в английском фунте стерлингов до перехода на десятичную денежную систему в 1971 году?,240,144,252,120
8,"Кто был единственным президентом США, избранным на этот пост дважды, но не подряд?",Гровер Кливленд,Эндрю Джексон,Вудро Вильсон,Улисс Грант
9,"На каком небесном теле расположен самый большой (диаметром 2250 км и глубиной 12 км) бассейн в Солнечной системе, появившийся в результате столкновения?",Луна,Ганимед,Марс,Меркурий
