,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Под чем скакал трусишка зайка серенький в известной песенке?,Под ёлочкой,Под гнётом,Под баобабом,Под дубом
1,Территорию какого государства не охватывают Анды?,Мексика,Аргентина,Чили,Боливия
2,В каком ресторане Станиславский и Немирович-Данченко договорились о создании Московского Художественного театра?,"""Славянский базар""","""Эрмитаж""","""Яр""","""Прага"""
3,Как называется Первая симфония Петра Ильича Чайковского?,"""Зимние грезы""","""Зимние фантазии""","""Зимние метели""","""Зимние вьюги"""
4,Кто из этих персонажей не из опер Дж. Верди?,Фиделио,Фальстаф,Отелло,Риголетто
5,"Какой остров принадлежит стране, в которой, по словам А.П.Чехова, ""всё есть""?",Родос,Занзибар,Сицилия,Сахалин
6,Какая из этих гетер уговорила Александра Великого сжечь Персеполь?,Таис Афинская,Сапфо,Лаиса Коринфская,Гликерия
7,В каком штате находится единственный в США Бахайский храм?,Иллинойс,Колорадо,Мэриленд,Калифорния
8,Какой цвет дает биуретовая реакция на белки?,Фиолетовый,Черный,Оранжевый,Зеленый
9,Кто отбил 29 ударов по воротам сборной ЧССР в победном для чехословаков матче с канадцами во время Кубка Канады 1976 года?,Владимир Дзурилла,Иржи Голечек,Карел Ланг,Иржи Кралик
