,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое скульптурное изображение никогда не опускается ниже пояса?,Бюст,Барельеф,Статуя,Торс
1,"Кто из этих авторов написал бестселлер ""Стервятники""?",Николай Леонов,Валерий Леоньев,Валерий Роньшин,Николай Задорнов
2,В битве за какой город прославилась Жанна Д`Арк?,Орлеан,Руан,Париж,Реймс
3,Где до введения евро денежной единицей страны был шиллинг?,Австрия,Нидерланды,Бельгия,Норвегия
4,Какого прозвища не было у Винни-Пуха?,Ловец Слонопотамов,Утешитель Иа-Иа,Открыватель Полюса,Находитель Хвоста
5,"Какую аварию совершил водитель первого появившегося в 1901 году в Крыму автомобиля, за что и получил первый на полуострове автоштраф?","Не смог разминуться с лошадью, запряжённой в повозку",При резком повороте машина завалилась набок,Потерял управление и въехал в стадо овец,"Дав задний ход, повредил чугунную изгородь"
6,К какому семейству животного мира относятся птеростихи?,Жужелицы,Настоящие осы,Крылановые,Журавлиные
7,Что из этого является растением?,льярета,армиллярия,мозговик,ризокарпон
8,"В честь какого кондитерского изделия американский астроном Раймонд Дуган назвал астероид, открытый им в 1903 году?",Халва,Грильяж,Зефир,Пастила
9,"Какой собор католической церкви постановил избирать римских пап исключительно конклавом кардиналов, а не совместным решением духовенства и светской знати?",Латеранский собор 1059 года,Второй Никейский собор 787 года,Константинопольский собор 1285 года,Вьеннский собор 1311–1312 годов
