,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой из этих напитков наиболее популярен на Кубе?,Ром,Вино,Текила,Бренди
1,Зачем ежик носит на спине яблоки?,Для уничтожения паразитов,Для красоты,Делает запасы на зиму,Тренируется
2,"Какая версия игры «Что? Где? Когда?», помимо телевизионной, существует во многих странах мира?",Спортивная,Олимпийская,Атлетическая,Гимнастическая
3,Что говорят о детях потомственных цирковых артистов?,«родился в опилках»,«родился в конюшне»,«родился в клетке»,«родился в песке»
4,"Какого персонажа нет в сказочной повести Сельмы Лагерлёф ""Чудесное путешествие Нильса с дикими гусями""? ",Воробей Рэнди,Ворон Фумле-Друмле,Орёл Горго,Аист Эрменрих
5,Как заканчивается фраза из книги «История западной философии» Бертрана Рассела: «Повсюду пахнет...»?,Нефтью,Кровью,Смертью,Ложью
6,"Кто автор высказывания: «Если женщина проявляет характер, про нее говорят: «Вредная баба». Если характер проявляет мужчина, про него говорят: «Он хороший парень»?",Маргарет Тэтчер,Татьяна Толстая,Мадонна,Мария Арбатова
7,"Где на Земле был зафиксирован абсолютный максимум температуры воздуха +56,7 °C за всю историю метеонаблюдений?","Долина смерти, США","Афины, Греция","Клонкарри, Австралия","Эль-Мутриба, Кувейт"
8,Какой из католических соборов Франции является самым высоким?,Руанский собор,Страсбургский собор,Шартрский собор,Амьенский собор
9,В чём состоит отличие взрослой особи коэля от остальных кукушек?,Практически не ест насекомых,Мелкие размеры особи,Не гнездовой паразит,Не издаёт никаких звуков
