,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что делал Николай в стихотворении С. Михалкова «А что у вас»?,Ногой качал,Не отвечал,На всех кричал,Под нос ворчал
1,Как называется знаменитый американский фильм середины прошлого века?,«Серенада Солнечной долины»,«Спиричуэлс Тенистого оврага»,«Баллада Лунного ущелья»,«Элегия Звёздного каньона»
2,Какая из этих стран не входит в Британское содружество?,Таиланд,Кения,Канада,Багамы
3,Какая комедия не принадлежит Э. Рязанову как режиссеру?,«Джентльмены удачи»,«Карнавальная ночь»,"«Ирония судьбы, или С легким паром!»",«Зигзаг удачи»
4,"Кто из героев Н. А. Некрасова «Кому на Руси жить хорошо?» говорил о себе: «Клейменный, да не раб»?",Савелий,Ермил Гирин,Гриша Добросклонов,Яким Нагой
5,"Какая актриса никогда не удостаивалась премии ""Оскар""?",Мэрилин Монро,Элизабет Тейлор,Вивьен Ли,Одри Хепбёрн
6,"Кто из этих древнегреческих учёных был(а) лексикографом и филологом, создал(а) словарь греческого языка и его диалектов?",Гесихий,Диокл,Евдокс,Птолемаида
7,Назовите автора повести «Подлинная история А-Кью»,Лу Синь,Го Можо,Лао Шэ,Мао Дунь
8,Какой стебель имеет сабельник?,Приподнимающийся (восходящий),Ползучий,Вьющийся,Лежачий (стелющийся)
9,В каком месте Туниса 13 мая 1943 года произошла капитуляция итало-германских войск перед армиями союзников?,Бон (Эт-Тиб),Хаммамет,Келибия,Бен-Секка
