,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой из перечисленных городов расположен не в Аргентине?,Рио-де-Жанейро,Кордова,Буэнос-Айрес,Росарио
1,"Без приобретения какого статуса невозможно сыграть в составе команды телезрителей против знатоков ""Что? Где? Когда?""",Автор вопроса,Энтузиаст,Победитель-гонщик,Завсегдатай
2,Кто из этих актёров чернокожий?,Морган Фриман,Шон Коннери,Том Хэнкс,Роберт Паттинсон
3,Какой из этих фильмов снял Эльдар Рязанов?,Зигзаг удачи,Джентльмены удачи,Карнавал,Женатый холостяк
4,"Кому предназначался орден Иуды, изготовленный в единственном экземпляре?",Гетману И. С. Мазепе,Царевичу Алексею Петровичу,Фельдмаршалу Х. А. Миниху,Графу А. И. Остерману
5,Что лечит врач-трихолог?,Волосы,Пищевод,Кишечник,Слух
6,Авиацией какого округа командовал генерал-майор В. И. Сталин?,Московского,Прибалтийского,Белорусского,Ленинградского
7,В какой стране расположен знаменитый римский акведук Пон-дю-Гар?,Франция,Бельгия,Швейцария,Люксембург
8,"Какой из перечисленных фильмов удостоился 11 ""Оскаров""?","""Бен-Гур""","""Жижи""","""Вестсайдская история""","""Амадей"""
9,"Какой термин используется в социальной психологии для обозначения любви, развившейся из дружбы или близкой к ней?",Сторге,Людус,Эрос,Агапэ
