,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кто написал сказку ""Новое платье короля""?",Андерсен,Шварц,Гауф,Перро
1,Античная квадрига это:,Колесница,Военный отряд,Таранное орудие,Парусный корабль
2,"К какой части речи относятся слова ""ах"" и ""ох""?",Междометия,Наречия,Союзы,Частицы
3,Какая стадия отсутствует у насекомых с неполным превращением?,Куколки,Имаго,Личинки,Яйца
4,Какой русский музыкальный инструмент родственен финскому кантеле?,Гусли,Гудок,Рожок,Домра
5,"Какая теннисистка левша, но играет правой рукой?",Мария Шарапова,Елена Дементьева,Мартина Хингис,Штеффи Граф
6,Где находится самый большой в мире (по вместимости и протяженности дорожки) ипподром?,"Мейдан, ОАЭ","Лексинтон, США","Нью-Маркет, Англия","Венсенн, Франция"
7,Как звали героя Анатолия Папанова в  фильме Эльдара Рязанова «Берегись автомобиля»?,Семен Васильевич Сокол-Кружкин,Яков Михайлович Квочкин,Филипп Картузов,Максим Подберёзовиков
8,"Кто из этих композиторов автор балета ""Пламя Парижа""?",Б. В. Асафьев,Л. Ф. Минкус,М. Р. Глиэр,А. И. Хачатурян
9,В какой части оперы «Иван Сусанин» М. И. Глинка использовал колокольный звон?,В заключительном хоре,В интродукции «Родина моя»,В сцене гибели Сусанина,В свадебном хоре
