,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что, согласно примете, предвещало девушке хлебное зерно, выметенное из-под стола под Новый год?",Замужество,Приход гостей,Новоселье,Богатство
1,Какую купюру американцы считают несчастливой?,$2,$5,$10,$1
2,Столица какого из этих государств расположена на острове?,Ирландия,КНДР,Белиз,Малайзия
3,"Из какого произведения Булгакова эта фраза: ""Успевает всюду тот, кто никуда не торопится""?",Собачье сердце,Другая,Морфий,Зойкина квартира
4,Какое из этого оружия принципиально отличается от остальных?,Требушет,Пищаль,Кулеврина,Серпантина
5,"Как называются напевы альпийских горцев (в Австрии, Южной Баварии и Швейцарии)?",Йодль,Кетцен,Химмель,Кейтель
6,Кто участвовал в кругосветной экспедиции на военном парусном бриге «Бигль»?,Ч. Дарвин,Ч. Диккенс,Джек Лондон,Р. Л. Стивенсон
7,Кто был командующим Объединённым флотом Японии в русско-японской войне 1904–1905 годов?,Того Хэйхатиро,Ояма Ивао,Куроки Тамэмото,Ноги Марэсукэ
8,В какой стране расположена самая высокая в мире телебашня?,Япония,Китай,Сингапур,Канада
9,Где обитает обезьяна гелада?,В Эфиопии,В Конго,В ЮАР,В Алжире
