,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется флешмоб, который запустил Иван Ургант в поддержку Станислава Черчесова?",«Усы надежды»,«Брови удивления»,«Борода победы»,«Ресницы отчаяния»
1,В каком веке жил Михаил Ломоносов?,XVIII,XVI,XIX,XV
2,Какой из этих витаминов не растворяется в воде?,A,C,PP,H
3,Какой актер сыграл главную роль в телесериале «Теория лжи»?,Тим Рот,Гэри Олдмен,Криспин Гловер,Кристиан Бэйл
4,Какую награду СССР носили на левой стороне груди над всеми орденами и медалями?,«Золотую Звезду»,Орден Нахимова,Красную Звезду,Орден Ленина
5,Три из этих отрывков взяты из одного стихотворения Бродского. Выберите лишнее.,... я еще не хочу умирать!,... между выцветших линий на асфальт упаду.,"... и услышу я голос: — До свиданья, дружок.",... к равнодушной отчизне прижимаясь щекой.
6,"«Надоело говорить и спорить, и любить усталые глаза...». Кто автор стихов песни «Бригантина»?",Павел Коган,Юрий Визбор,Михаил Светлов,Эдуард Багрицкий
7,С каким будущим советским маршалом Шарль де Голль находился в плену у немцев во время Первой мировой войны?,Тухачевский,Егоров,Уборевич,Блюхер
8,Какие две кислоты имеют одинаковую молярную массу?,Ортофосфорная и серная,Хлороводородная и бромоводородная,Уксусная и пропионовая,Азотная и азотистая
9,Какая этнорелигиозная группа сложилась на Балканах на основе принявших ислам болгар-потурченцев?,Помаки,Рафчане,Ашкали,Торбеши
