,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"С чем, по мнению М. Лермонтова, были драгуны в стихотворении ""Бородино""?",С конскими хвостами,С пестрыми значками,С лошадиными мордами,С кривыми ногами
1,"Куда попал футболист, если комментатор заявил, что мяч угодил в паутину?",В угол ворот,В центральный круг,В аут,В болельщиков
2,Какой из этих моллюсков не имеет раковины?,Каракатица,Шаровка,Мидия,Прудовик
3,В каком из зимних видов спорта выступила Раиса Сметанина?,Лыжные гонки,Конькобежный спорт,Горнолыжный спорт,Фигурное катание
4,Как называется в покере комбинация из трех дам и двух десяток?,Фулл хауз,Флэш,Стрит,Каре
5,В какой области творчества прославился австриец Густав Климт?,Живопись,Архитектура,Музыка,Скульптура
6,Выберите правильное написание слова:,Скрупулёзный,Скурпулёзный,Скорпулёзный,Скурпуллёзный
7,Кому в 1855 году открыли памятник в Летнем саду Санкт-Петербурга?,баснописцу Крылову,архитектору Росси,императрице Елизавете Петровне,королю Фридриху II
8,"Какую достопримечательность можно увидеть в мультфильме ""Падал прошлогодний снег?""",Колизей,Парфенон,Эйфелеву башню,Биг Бэн
9,Кто из этих итальянцев не был композитором?,Джироламо Меи,Джулио Каччини,Винченцо Галилей,Якопо Пери
