,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"В каком населённом пункте состоялся в 1812 году совет, на котором Кутузов принял решение оставить Москву?",Фили,Кунцево,Тушино,Бородино
1,Назовите имя организатора и руководителя Ансамбля народного танца Моисеева,Игорь,Никита,Илья,Борис
2,"В столицу какой из этих стран следует из Москвы  фирменный поезд ""Лев Толстой""?",Финляндия,Франция,Дания,Норвегия
3,Чему равны 10 ангстрем?,1 нанометру,1 микрону,1 миллиметру,1 пикометру
4,Какой из этих минералов не относится к корундам?,Изумруд,Сапфир,Рубин,Лейкосапфир
5,"Какой из кораблей, участников сражения в Датском проливе 24 мая 1941, был затоплен?",Линейный крейсер «Худ»,Линкор «Принц Уэльский»,Тяжелый крейсер «Принц Ойген»,Линкор «Бисмарк»
6,Кто стал первым президентом Намибии?,Сэм Нуйома,Нельсон Мандела,Кофи Аннан,Роберт Мугабе
7,"Рекламным символом чего является Бык Осборна, неофициальный национальный символ Испании?",Хересного бренди «Ветерано»,Вина «Торрес»,Халвы «Туррон»,Полутвердого сыра «Манчего»
8,Для какой страны романшский язык является национальным?,Швейцария,Болгария,Албания,Австрия
9,"Как назывались самолёты, составлявшие в 1948 году (год основания государства) единственную израильскую эскадрилью истребителей?",Messerschmitt Bf. 109 Avia S-199,Bell P-39 Airacobra,Supermarine Spitfire Mk. I,Ла-5ФН
