,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Чем стала Россия при Петре I?,Империей,Королевством,Султанатом,Федерацией
1,Название какой фирмы стало синонимом одноступенного фотопроцесса - моментальной фотографии?,Polaroid,Kodak,Agfa,Cannon
2,Из чего в Италии готовят ризотто?,Рис,Кукуруза,Гречка,Пшено
3,Какая из этих стран не является монархией?,Финляндия,Нидерланды,Бельгия,Норвегия
4,"Какая советская летчица является единственной в мире женщиной, совершившей на своем самолете Су-2 таран в воздухе?",Зеленко,Полякова,Лисикова,Носаль
5,Из произведения какого русского писателя мы знаем о «воплях» Видоплясова?,Достоевский,Толстой,Чехов,Пушкин
6,Сколько главных створок у митрального клапана сердца?,2,3,1,4
7,Какую оперную партию Ф. Шаляпин не исполнял?,Евгений Онегин,Борис Годунов,Иван Сусанин,Мефистофель
8,Какую статью Вольтер не писал для «Энциклопедии» Дидро?,«Эстетика»,«Изящество»,«Дух»,«Красноречие»
9,"Какой царь передал во владение имение Спасское Ивану Лутовинову, предку И. С. Тургенева по материнской линии?",Иван IV Васильевич Грозный,Борис Фёдорович Годунов,Василий III Иванович,Иван III Васильевич Великий
