,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется прибор, накапливающий электрические заряды?",конденсатор,транзистор,резистор,реле
1,Какое угощение бабушки упоминается в детской потешке «Ладушки»?,бражка и кашка,квас и ананас,оладушки,Машка и Пашка
2,Сборная какой страны выиграла чемпионат мира по футболу 2014 года в Бразилии?,Германия,Испания,Аргентина,Бразилия
3,Что является фирменным блюдом на Уимблдонском теннисном турнире?,Клубника со сливками ,Шоколадный пудинг,Яблочный штрудель,Ананасы в шампанском
4,Какой из этих сортов не является сортом яблок?,дюшес,ранет,анис,апорт
5,Какой из этих спутников принадлежит Сатурну?,Титан,Деймос,Фобос,Ганимед
6,Кто был первым Нобелевским лауреатом в номинации «Физиология или медицина»?,Э. фон Беринг,К. Ландштайнер,П. Эрлих,Ш. Лаверан
7,"Кого из звезд советской эстрады Игорь Кио уговорил поучаствовать в его коронном номере ""Сжигание женщины""?",Алла Пугачева,Ирина Понаровская,София Ротару,Людмила Зыкина
8,В какой стране была зарегистрирована самая высокая инфляция за всю историю?,Венгрия 1945-46 гг.,Зимбабве 2000-х гг.,Германия 1921-23 гг.,Югославия 1990-х  гг.
9,Кем был Эдмунд Дюлак?,Художник-иллюстратор,Канатоходец,Гипнотезер,Мошенник
