,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Почему новичка в компьютерном мире называют ""чайником""?",Мало сведущ,"Всегда остается ""с носиком""",Быстро раздражается и закипает,"Проявляет ""кипучую"" энергию"
1,Сколько присяжных участвуют в судебных заседаниях по уголовным делам в России?,12,14,10,Точное число не определено
2,Из скольких долей состоит печень человека?,2,8,4,6
3,"Что принесло славу парижскому кафе ""Режанс""?",Шахматы,Бильярд,Боулинг,Дартс
4,"Как называется альбом, выпущенный одним из участников группы «Битлз» в мае 1970 года?",«Маккартни»,«Леннон»,«Старр»,«Харрисон»
5,"Чему или кому Николай Гоголь посвятил такие строки: «Боже! Как ты хороша подчас ...! Сколько раз, как погибающий и тонущий, я хватался за тебя, и ты всякий раз меня великодушно выносила и спасала!»?",Дорога,Лодка,Соломинка,Русская женщина
6,Что из перечисленного не является столицей суверенного государства?,Лагос,Абу-Даби,Парамарибо,Порт-Луи
7,Что из перечисленного — не язык?,Бурунди,Урду,Суахили,Пушту
8,Какая из этих стран не ввела и не планирует вводить в качестве национальной валюты доллар США?,Венесуэла,Панама,Эквадор,Сальвадор
9,Как звали богиню судьбы в арабской мифологии?,Манат,Аллат,Узза,Руда
