,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто населяет Цветочный город в сказке Носова о приключениях Незнайки?,коротышки,лилипуты,гномы,гоблины
1,"Какой ремонт делают строители, устраняя только внешние дефекты?",Косметический,Депиляционный,Имиджевый,Макияжный
2,Какое из этих животных является лошадью?,Пони,Пума,Сайгак,Зебу
3,"Назовите фамилию советского физика, получившего в 1958 г. Нобелевскую премию совместно с Таммом и Черенковым?",Франк,Форинт,Флорин,Фунт
4,"Какое из названий грызуна, живущего в Африке, не является вымышленным?",Сусликобелка,Харзохомяк,Бобросвинка,Мышекрыса
5,Какой из этих видов спорта дебютировал на Олимпиаде-2000?,Прыжки на батуте,Шорт-трек,Пляжный волейбол,Теннис
6,"Что делал художник Валентин Серов, чтобы проиллюстрировать заказанную в 1895 году книгу?",посещал зоопарк,ездил на Волгу,летал на воздушном шаре,ходил в театр
7,Представитель какой из этих княжеских фамилий непосредственно участвовал в убийстве Григория Распутина?,Юсуповы,Голицыны,Гагарины,Волконская
8,"Чем оказался ""мир"" в песне В.Бутусова?",Повестью,Сказкой,Фантастикой,Рассказом
9,За какой итальянский футбольный клуб выступал знаменитый игрок сборной Бразилии Сократес?,"""Фиорентина""","""Милан""","""Ювентус""","""Рома"""
