,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто прилетел на известной картине Саврасова?,Грачи,Орлы,Журавли,Скворцы
1,Кем по национальности был Сальвадор Дали?,Испанец,Итальянец,Француз,Венгр
2,Как еще называют кошачью акулу?,Морской пес,Морская свинья,Морской лев,Морской волк
3,Какая форма правления установлена в Испании?,Парламентская монархия,Президентская республика,Парламентская республика,Абсолютная монархия
4,Из какой страны родом бальный парный танец падеграс?,Россия,Польша,Англия,Франция
5,Плафон какой станции Московского метрополитена украшают стихотворные строки?,"""Маяковская""","""Парк Победы""","""Охотный Ряд""","""Цветной бульвар"""
6,К какой группе относится водоросль Порфира?,красная,зелёная,бурая,золотистая
7,Кто из императоров Священной Римской империи вымаливал в Каноссе прощение у римского папы?,Генрих IV,Фридрих I Барбаросса,Карл IV,Фридрих II Штауфен
8,"Какая актриса была признана Американским институтом киноискусства величайшей актрисой в истории Голливуда, ""легендой американского киноэкрана""?",Кэтрин Хепбёрн,Рита Хейворт,Бетт Дейвис,Клодетт Колбер
9,"Какой из этих кораблей, участвовавших в Русско-Японской войне 1904–1905 годов, не являлся эскадренным броненосцем?",«Варяг»,«Пересвет»,«Ретвизан»,«Полтава»
