,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое название получила советская экономическая политика во время Гражданской войны?,«Военный коммунизм»,«Боевой либерализм»,«Нейтральный анархизм»,«Угарный милитаризм»
1,Какое из этих божеств изображалось с человеческой головой?,Один,Гор,Хануман,Кетцалькоатль
2,Какая из этих стран не относится к скандинавским?,Голландия,Дания,Швеция,Норвегия
3,Фильм какого режиссера признан лучшим фильмом года на церемонии вручения премии «Оскар-2006»?,Мартина Скорсезе,Клинта Иствуда,Гильермо дель Торо,Вуди Аллена
4,Клетками какого органа являются энтероциты?,Кишечника,Спинного мозга,Кожи,Селезенки
5,В каком городе установлен памятник Александру Твардовскому и Василию Тёркину?,Смоленск,Рязань,Тамбов,Ярославль
6,На каком чемпионате мира по футболу сборная СССР добилась максимального успеха? ,"В Англии, в 1966 г.","В Швеции, в 1958 г.","В Германии, в 1974 г.","В Испании, в 1982 г."
7,"Кому принадлежит фраза: «Порядочный человек — это тот, кто делает гадости без удовольствия»?",С. Довлатов,В. Набоков,А. Сахаров,В. Аксенов
8,Какое из этих растений является худшим медоносом?,Пизония брунониевая,Сурепка обыкновенная,Очиток едкий,Чернокорень лекарственный
9,"Кто из перечисленных вокалистов российских рок-групп не принимал участия в создании метал-оперы ""Сокровище Энии""?","Дмитрий Борисенков (""Чёрный Обелиск"")","Константин Румянцев (""Тролль гнёт ель"")","Алексей Горшенёв (""Кукрыниксы"")","Наталья О’Шей (""Мельница"")"
