,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что есть при большинстве средних школ?,Поле для игры в футбол,Велотрек,Гребной канал,Автодром
1,К какой группе музыкальных инструментов относится валторна?,духовые,клавишные,ударные,струнные
2,"Продолжите фразу из повести Максима Горького «Детство»: «Правил у нас много, а... »",Правды нет,Никто их не понимает,Живём не по ним,Живём плохо
3,Какое из космических тел напоминает по своим физическим свойствам планету Меркурий?,Луна,Венера,Плутон,Марс
4,"В каком классе учился Петя Зубов в сказке Шварца ""О потерянном времени""?",В третьем,В первом,Во втором,В четвёртом
5,"Как заканчивается пословица: «Пьяному море по колено, ...»?",А лужа — по уши,А река по пояс,А рюмка по брови,А ведро по шею
6,Какой из этих видов легкой атлетики не входит в программу десятиборья?,Бег на 800 м,Бег на 100 м,Прыжки в длину,Прыжки с шестом
7,У какой страны в 1917 году США купили Виргинские острова?,Дания,Нидерланды,Франция,Испания
8,Что в конце XVII века служило банкнотами на территории современной Канады?,игральные карты,почтовые открытки,страницы Библии,этикетки виски
9,"Каким было настоящее имя Гули Королёвой — советской киноактрисы, героини Великой Отечественной войны?",Марионелла,Констанция,Флорентина,Брунгильда
