,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется повесть С. Кинга, впервые опубликованная в сборнике «Четыре после полуночи»?",«Лангольеры»,«Берсальеры»,«Гондольеры»,«Витальеры»
1,Сколько цветов на флаге Израиля?,2,5,3,4
2,В какой из этих игр не применяют биту?,Поло,Крикет,Бейсбол,Лапта
3,Кто из этих советских руководителей похоронен не в Кремлёвском некрополе?,Хрущёв,Андропов,Брежнев,Черненко
4,Кто из гоголевских персонажей брал взятки борзыми щенками?,Ляпкин-Тяпкин,Собакевич,Манилов,Городничий
5,Какой художник посвятил цикл своих картин А. С. Пушкину?,И. Айвазовский,И. Левитан,М. Латри,К. Коровин
6,"Как назывался рукописный гимназический журнал, в котором В. Маяковский опубликовал первое «полустихотворение»?",«Порыв»,«Сумасброд»,«Летопись»,«Вестник»
7,Укажите годы жизни маршала СССР Г.К. Жукова,1896-1974,1820-1895,1818-1883,1870-1924
8,Какой из перечисленных видов спорта ни разу не присутствовал в программе летних Олимпийских игр?,Сквош,Стрельба по голубям,Лякросс,Крокет
9,"Какого события не случалось в жизни известного бойца смешанных единоборств UFC и Bellator Джонатана ""War Machine"" Коппенхaвера?",Поражения от Александра Емельяненко,Получения пожизненного тюремного срока,Съёмок в двенадцати порнофильмах,Дисквалификации из Bellator за оскорбления Барака Обамы
