,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что умел делать миелофон в фильме «Гостья из будущего»?,читать мысли,лечить болезни,противостоять любому оружию,печатать деньги
1,Какой из этих рыб не существует?,Нож-рыба,Пила-рыба,Меч-рыба,Игла-рыба
2,Кого перед каждым матчем целовал капитан сборной Франции по футболу Лоран Блан?,вратаря,тренера,жену,дочь
3,В какой праздник крепостные крестьяне имели право перейти от одного владельца к другому?,Юрьев день,Прощенное воскресенье,Красная горка,Ильин день
4,Зачем лесники Дании в канун Нового года опыляют лесные ёлки специальным бесцветным составом?,берегут от браконьеров,делают их более пушистыми,чтобы светились,имитируют снег
5,Какой физик впервые предложил планетарную модель строения атома?,Э. Резерфорд,Дж. Максвелл,А. Беккерель,Э. Шрёдингер
6,"Кто из этих должностных лиц, заведовал при дворе Екатерины II винными погребами?",Обер-Шенк,Обер-шталмейстер,Обер-Гофмаршал,Обер-Гофмейстер
7,Кто основал фирму Volkswagen в Германии?,Фердинанд Порше,Адам Опель,Мартин Винтеркорн,Ганс Нибель
8,Режиссёром какого фильма является не Педро Альмодовар?,«Серьёзный человек»,"«Кожа, в которой я живу»",«Дурное воспитание»,«Цветок моей тайны»
9,"В какой бар посоветовал Мюллер ходить Штирлицу, назвав его «клоакой»?",«Мехико»,«Элефант»,«Цыганский подвал»,«Толстяк Готлиб»
