,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"В какой цвет «окрашена» наивысшая цена, которую можно дать за что-то?",Красный,Белый,Жёлтый,Голубой
1,У кого отсутствуют потовые железы?,Кит,Собака,Кошка,Мышь
2,Какая из этих трав не используется как пряность?,Молочай,Мята,Мелисса,Душица
3,"Как вы думаете, название какого плода по-английски состоит как бы из двух слов в одном - сосна и яблоко?",Ананас,Кедровая шишка,Артишок,Каштан
4,Какое действие за столом — признак дурного тона в Японии?,Воткнуть палочки в рис,Брать палочки за тонкие концы,Держать палочки левой рукой,Перекрестить палочки 
5,"О каком члене группы The Beatles существовала легенда о том, что он погиб в автокатастрофе, и с тех пор вместо него играл его двойник?",Пол Маккартни,Джордж Харрисон,Джон Леннон,Ринго Старр
6,К какой группе собак относится КУРЦХААР?,Легавым,Пинчерам,Терьерам,Овчаркам
7,"За какого поэта выдал себя Эльдар Рязанов, представляя творческой группе фильма ""Служебный роман"" свои стихи к будущей песне ""У природы нет плохой погоды...""?",Вильям Блейк,Давид Самойлов,Юнна Мориц,Николай Добронравов
8,Как называют один из видов стрекозы?,Коромысло,Аэроплан,Вертолет,Молотило
9,Какое древнеегипетское божество первоначально почиталось как «защитник солнца-Ра»?,Сет,Осирис,Нут,Хатор
