,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В каком помещении не приняты рукопожатия?,В туалете,В конференц-зале,В кинотеатре,В ресторане
1,Какой гриб иначе называют боровик?,Белый,Валуй,Опенок,Груздь
2,Какое из этих женских имен - римского происхождения?,Татьяна,Нина,Анна,Ольга
3,Какого цвета не было на императорском флаге Романовых?,Красный,Чёрный,Золотой,Белый
4,Как звали колхидскую царевну и волшебницу?,Медея,Эйрена,Пенелопа,Геката
5,Где находится Венеция?,На северо-востоке Италии,На юге Италии,На северо-западе Италии,На западе Италии
6,Какое максимальное количество мегабайт можно записать на компакт-диск?,650,120,240,450
7,Кто озвучивал Винни-Пуха?,Леонов,Вицин,Никулин,Лановой
8,Какой литовский баскетболист был капитаном сборной СССР — олимпийских чемпионов 1988 года в Сеуле?,Вальдемарас Хомичюс,Арвидас Сабонис,Римас Куртинайтис,Шарунас Марчюлёнис
9,"В какую разновидность покера играли герои фильма ""Цинциннати Кид""?",Стад-покер,Китайский покер,Дро-покер,Техасский холдем
