,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая из европейских стран-карликов омывается морем?,Монако,Сан-Марино,Андорра,Лихтенштейн
1,Какое животное не является символом года по восточному календарю?,Лев,Крыса,Змея,Лошадь
2,"К кому обращался А. С. Пушкин: «Мой друг, отчизне посвятим души прекрасные порывы!»?",П. Чаадаев,И. Пущин,К. Данзас,В. Кюхельбекер
3,В каком бельгийском городе впервые был применен боевой горчичный газ?,Ипр,Гент,Брюссель,Антверпен
4,Какой из этих городов столица Уганды?,Кампала,Энтебе,Кейптаун,Джинджа
5,"Какой поэт написал, что ""Если будет Россия, значит, буду и я!""",Е. Евтушенко,Д. Самойлов,С. Наровчатов,М. Луконин
6,"Какой из этих чинов, согласно Табели о рангах, был старше трех остальных?",Коллежский секретарь,Губернский секретарь,Корабельный секретарь,Провинциальный секретарь
7,Какое из перечисленных государств возглавляет королева Великобритании?,Ямайка,Коста-Рика,Гана,Шри-Ланка
8,Какая из этих опер Рихарда Штрауса написана на либретто С. Цвейга?,«Молчаливая женщина»,«Каприччо»,«Ариадна на Наксосе»,«Женщина без тени»
9,Кто назвал противостояние Ланкастеров и Йорков Войной Алой и Белой розы?,Вальтер Скотт,Йорки,Ланкастеры,Уильям Шекспир
