,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В какой цвет покрашен мост «Золотые ворота» в Сан-Франциско?,в оранжевый,в жёлтый,в белый,в зелёный
1,Сколько очков не может заработать баскетболист с одного броска?,4,1,3,2
2,"Какой поэт написал о царе Николае I: «Всё было ложь в тебе, всё призраки пустые: ты был не царь, а лицедей»?",Федор Тютчев,Алексей Толстой,Афанасий Фет,Дмитрий Мережковский
3,В каком штате США законом запрещено пересекать границу штата с уткой на голове?,В Миннесоте,В Огайо,Ни в каком,В Висконсине
4,Какой город в Австралии является самым крупным по населению?,Сидней,Аделаида,Мельбурн,Канберра
5,Кто сопровождал А. С. Пушкина в его путешествии в 1833 году по пугачёвским местам?,В. И. Даль,В. А. Жуковский,В. Л. Пушкин,П. А. Вяземский
6,"Кто автор слов: «Гений есть терпение мысли, сосредоточенной в известном направлении»?",Исаак Ньютон,Альберт Эйнштейн,Фридрих Ницше,Карл Маркс
7,В каком созвездии земного небосвода расположен «Великий аттрактор»?,Наугольника,Феникса,Зайца,Резца
8,"Какой космонавт был награжден «Золотой Звездой» Героя Советского Союза за героизм, проявленный в воздушных боях Великой Отечественной войны?",Береговой,Хрунов,Волынов,Попович
9,"Какой дворянский род дал России минимум 6 человек, достигших адмиральских чинов?",Сенявины,Чичаговы,Ушаковы,Нахимовы
