,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,На каком музыкальном инструменте играл Незнайка?,труба,балалайка,гитара,барабан
1,Какая группа принимала участие в съёмках фильма Алексея Балабанова «Брат»?,«Наутилус Помпилиус»,«ДДТ»,«Алиса»,«Кино»
2,Какой штат США имеет только морские границы?,Гавайи,Монтана,Мэн,Мичиган
3,Побережье какой из этих стран НЕ омывается Балтийским морем?,Норвегия,Швеция,Польша,Финляндия
4,Кто из героев Пушкина НЕ участвовал в дуэли?,Владимир Дубровский,Евгений Онегин,Пётр Гринёв,Сильвио
5,В основу либретто какой оперы лег известный роман А. Дюма-сына?,«Травиата»,«Аида»,«Норма»,«Трубадур»
6,"Как называется мост в Санкт-Петербурге, украшенный фигурами грифонов?",Банковский,Троицкий,Львиный,Египетский
7,Какой российский император учредил Государственный исторический музей в Москве?,Александр II,Николай I,Екатерина II,Александр III
8,При каком президенте в США началось строительство первой трансконтинентальной железной дороги к Тихому океану?,Авраам Линкольн,Эндрю Джонсон,Джеймс Бьюкенен,Улисс Грант
9,Кто из этих великих российских архитекторов был ярким представителем стиля барокко?,В. В. Растрелли,В. И. Баженов,А. А. Монферран,М. Ф. Казаков
