,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое растение называют дикой розой?,Шиповник,Акация,Жасмин,Розмарин
1,Каким веком считается начало XX столетия в русской поэзии?,Серебряным,Золотым,Бронзовым,Платиновым
2,В кого превращается царевна-лягушка в русской народной сказке?,В Василису Премудрую,В царевну Несмеяну,В Елену Прекрасную,В Царевну-Лебедь
3,Какой вариант написания является правильным?,Аккомпанемент виолончели,Аккомпанемент виоланчели,Аккомпанимент виоланчели,Аккомпанимент виолончели
4,"Кому принадлежат такие славные строки: «Два чувства дивно близки нам, в них обретает сердце пищу: любовь к родному пепелищу, любовь к отеческим гробам»?",А. С. Пушкин,М. Ю. Лермонтов,Н. А. Некрасов,Ф. И. Тютчев
5,"В каком городе прошли первые олимпийские игры, проводившиеся в Азии?",Токио,Саппоро,Сеул,Дели
6,Какой химический элемент не входит в состав глюкозы?,N,H,O,C
7,"Кого из звезд советской эстрады Игорь Кио уговорил поучаствовать в его коронном номере ""Сжигание женщины""?",Алла Пугачева,Ирина Понаровская,София Ротару,Людмила Зыкина
8,Возле какого московского вокзала расположен фонтан «Похищение Европы»?,Киевский,Павелецкий,Ленинградский,Рижский
9,"Игроки какого английского футбольного клуба принимали участие в съёмках художественного фильма Джона Хьюстона ""Бегство к победе""?","""Ипсвич Таун""","""Шеффилд Уэнсдей""","""Дерби Каунти""","""Блэкберн Роверс"""
