,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Если компьютер сообщает, что не может найти мышь, это означает:",Она не подключена,Она попала в мышеловку,Она превратилась в крысу,Она съела сыр и уснула
1,Как называется телефильм М. Козакова с молодым О. Меньшиковым?,Покровские ворота,Никитские ворота,Петровские ворота,Арбатские ворота
2,На каком острове расположен Кронштадт?,Котлин,Северный Берёзовый,Западный Берёзовый,Большой Берёзовый
3,Как в цирке называют чревовещателя?,вентролог,престидижитатор,шпрехшталмейстер,вольтижёр
4,Какая страна была освобождена советскими войсками после взятия Берлина в 1945 году?,Чехословакия,Польша,Болгария,Румыния
5,"Какая война продолжалась 38 минут, став самой короткой войной в истории?",Англо-занзибарская ,Англо-зулусская,Англо-эфиопская,Англо-египетская
6,С какими словами обратился Наполеон к армии в Ковно?,Солдаты! Вторая Польская война началась!,Солдаты! Через месяц вы вернетесь в Париж героями!,Вот солнце Аустерлица!,Дети мои! Сомнем их!
7,Как буквально переводилось название государства Речь Посполитая?,Общая вещь,Наше дело,Начальное слово,Единый язык
8,Кто из бывших гитлеровских генералов организовал Федеральную разведывательную службу (BND) Германии?,Рейнхард Гелен,Эрих Штюльпнагель,Вальтер Шелленберг,Курт Типпельскирх
9,Какая достопримечательность находится на берегу реки Джамна?,Тадж Махал,Топкапы,Ангкорвоат,Запретный город
