,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называются компании, которые обеспечивают доступ в Интернет?",Провайдеры,Терминалы,Чаты,Хакеры
1,Какое дерево достигает наибольшей высоты?,Секвойя,Пихта,Тополь,Дуб
2,"Как называется поворот трассы «Формулы-1», на котором автомобили меняют траекторию на 180 градусов?",шпилька,заколка,булавка,брошь
3,Сколько кругов кровообращения у человека?,Два,Один,Три,Четыре
4,"Какая теннисистка первой из наших показала высокий результат на Уимблдоне, став финалисткой юниорского турнира?",Анна Дмитриева,Анна Курникова,Лариса Савченко,Наталья Зверева
5,"Какая карточная игра не довела до добра Германна из ""Пиковой дамы""?",Фараон,Очко,Винт,Баккара
6,В какой из этих стран календарь имеет 13 месяцев?,Эфиопия,Сомали,Уганда,Мозамбик
7,Какой из этих храмов Московского Кремля был расписан Андреем Рублёвым?,Благовещенский Собор,Успенский Собор,Архангельский Собор,Церковь Ризоположения
8,"Кто является архитектором мемориала арка в Сент-Луисе (известного как ""Врата на запад"")?",Ээро Сааринен,Бэй Юймин,Фрэнк Ллойд Райт,Ричард Бакминстер Фуллер
9,"Как назывался корабль, на котором Горацио Нельсон участвовал в полярной экспедиции?",«Каркасс»,«Бристоль»,«Резонабль»,«Триумф»
