,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что, согласно песне, должна была сберечь Катюша, когда её возлюбленный оберегал родную землю?",Любовь,Надежду,Дом,Яблони и груши
1,Какой лист вошёл в название коварного резаного удара футболистов?,сухой,тетрадный,мокрый,банный
2,Кто победил Тараканище в сказке Чуковского?,Воробей,Ротозей,Муравей,Соловей
3,"Какой из этих ударов в боксе наносится снизу согнутой рукой, чаще всего в подбородок?",апперкот,кросс,джеб,хук
4,"Кем был пёс Шарик, житель Простоквашино?",Дворнягой,Овчаркой,Спаниелем,Сеттером
5,"Какое животное, как считается, дало название денежной единице Хорватии?",куница,заяц,соболь,горностай
6,Кто или что из нижеперечисленного упоминается в комедии Грибоедова «Горе от ума»?,тузы,тройки,семёрки,пиковые дамы
7,Как называется самый северный полуостров Азии?,Таймыр,Кольский,Чукотский,Ямал
8,Чем профессионально занимается грумер?,стрижёт собак,чистит колодцы,разводит кустарники,изучает горы
9,Какой словарной статьи нет в толковом словаре Владимира Даля?,чеколдыкать,чебурахать,чекошиться,чекать
