,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется повесть Эрнеста Хемингуэя?,"""Старик и море""","""Мужчина и озеро""","""Мальчик и лужа""","""Юноша и пруд"""
1,Где находится резиденция белорусского Деда Мороза?,Беловежская Пуща,Березинский заповедник,Припятский заповедник,Нарочанский заповедник
2,Какая из этих стран не граничит с Польшей?,Венгрия,Беларусь,Россия,Германия
3,Какой российский политик родился в селе Бутка Свердловской области?,Борис Ельцин,Сергей Шойгу,Владимир Путин,Михаил Горбачёв
4,Каким газом был наполнен дирижабль «Гинденбург»?,Водород,Фреон,Гелий,Оксид углерода
5,"Кто написал текст российского гимна «Боже, царя храни»?",Василий Жуковский,Гаврила Державин,Фёдор Тютчев,Пётр Вяземский
6,Неудачной осадой какого города закончился Второй крестовый поход?,Дамаск,Триполи,Константинополь,Бейрут
7,Кем приходилась Елена Глинская Ивану Грозному?,Матерью,2-ой женой,Теткой,Фавориткой
8,"Какому из славянских домашних духов посвящен праздник ""Кудесы""?",Домовой,Амбарник,Гуменник,Банник
9,"Кто из героев повести ""Малыш и Карлсон, который живёт на крыше"" носит имя славянского происхождения?",Малыш Сванте Свантессон,Фрекен Хильдур Бок,Вор Рулле,Гунилла
