,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,С какого дерева собирают фиги?,Инжир,Бадьян,Мирт,Пальма
1,На что похожа жизнь друга героя песни «Однажды мир прогнётся под нас» группы «Машина времени»?,На фруктовый кефир,На молочный пломбир,На ванильный зефир,На больничный клистир
2,Что держит в руках Оскар — приз Американской киноакадемии?,Меч,Весы,Свиток,Лук и стрелы
3,С какой высоты не ныряют в бассейн на соревнованиях по прыжкам в воду?,15 метров,1 метр,3 метра,10 метров
4,Какие птицы изображены на гербе города Курска?,куропатки,соловьи,утки,журавли
5,Какой стране принадлежат Канарские острова?,Испания,Португалия,Марокко,это независимое государство
6,В каких горах находятся истоки реки Ганг?,Гималаи,Тянь-Шань,Памир,Гиндукуш
7,"Как звали следователя из романа Ф. М. Достоевского ""Преступление и наказание""?",Порфирий Петрович,Порфирий Павлович,Перфилий Павлович,Перфилий Петрович
8,Какой премьер-министр Израиля заключил мирный договор с Египтом?,Менахем Бегин,Ицхак Шамир,Ицхак Рабин,Леви Эшколь
9,"Какой баскетбольный тренер дважды удостоен звания ""Тренер года Евролиги"" имени А. Я. Гомельского?",Этторе Мессина,Пабло Ласо,Георгиос Барцокас,Дэвид Блатт
