,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что обозначала буква А в аббревиатуре ""стройки века"" советской эпохи БАМ?",Амурская,Атлантическая,Армейская,Ангарская
1,"Страна, на территории которой расположен почти весь бассейн реки Амазонки",Бразилия,Канада,Мексика,Сша
2,"Кому принадлежит знаменитое изречение «Veni, vidi, vici»?",Юлию Цезарю,Наполеону,Ганнибалу,Нельсону
3,Как в гонках Формулы-1 называют вынужденный заезд болида в боксы?,пит-стоп,топ-стоп,нон-стоп,автостоп
4,Какая песня Владимира Высоцкого не вошла в фильм «Вертикаль»?,«Скалолазка»,«Прощание с горами»,«Песня о друге»,«Вершина»
5,Какой тренер воспитал блестящую пару фигуристов Екатерину Гордееву и Сергея Гринькова?,Станислав Жук,Алексей Мишин,Елена Чайковская,Татьяна Тарасова
6,На гербе какого государства есть изображение золотого рога изобилия?,Перу,Чили,Бразилия,Аргентина
7,Кто из этих ученых ввел термин «динозавр»?,Р. Оуэн,Т. Гексли,Э. Коп,Э. Дюбуа
8,"Какой породы был Джим — любимый пёс Василия Качалова, восхитивший Есенина?",Доберман,Сеттер,Овчарка,Такса
9,Какого парадокса теории вероятностей не существует?,Парадокс лебедя,Парадокс лифта,Парадокс спящей красавицы,Парадокс рассеянного водителя
