,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В кого по замыслу волшебника должен был превратиться главный герой фильма «Обыкновенное чудо»?,В медведя,В оленя,В волка,В козлёночка
1,Как зовут итальянского предшественника Буратино?,Пиноккио,Чипполино,Панталоне,Джельсомино
2,С какой страной соединил Францию знаменитый железнодорожный тоннель под проливом Ла-Манш?,Англия,Испания,Турция,Италия
3,Что делала девочка со спичками из одноименной сказки Ганса Х. Андерсена ?,Пыталась согреться,Пыталась закурить,Тянула длинную на спор,Продавала их в ларьке
4,В каком из этих городов открылся первый оперный театр для публичных выступлений?,Венеция,Неаполь,Рим,Милан
5,В какой отряд птиц входит ворона?,воробьиные,длиннокрылые,голенастые,куриные
6,У какой из этих золотых монет на аверсе изображена лилия?,Флорин,Стаменон,Дукат,Энджел
7,Кто из этих Римских Пап созвал Первый Лионский собор?,Иннокентий IV,Климент IV,Урбан IV,Александр IV
8,В каком созвездии находится Бетельгейзе?,Ориона,Кита,Геркулеса,Цефея
9,"Как называлось болото, располагавшееся на месте Патриарших прудов в Москве?",Козье,Коровье,Собачье,Заячье
