,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как правильно продолжить строку Высоцкого «Жираф большой…»?,ему видней,и он сильней,ему налей,среди коней
1,Из чего состоял французский франк?,Сантимы,Песеты,Центы,Куруши
2,"Что ест жук-типограф, согласно его другому названию?",Кору,Ветки,Листья,Корни
3,"Как назывался план, составленный частью высших офицеров Германии и направленный на убийство Гитлера?",Валькирия,Бюргерброй,Вайс,Эндлёзунг
4,Какое название дали викинги открытой ими около 1000 года части побережья Северной Америки?,Винланд,Грунланд,Норланд,Вестланд
5,Кто из этих знаменитых певцов в молодости был замечательным футболистом?,Х. Иглесиас,П. Доминго,Э. Джон,Ф. Меркьюри
6,Какая категория женщин в Индии не носит украшений?,Вдовы,Неприкасаемые,Работающие,Незамужние
7,Какой правитель Ассирии разрушил в 689 г. до н. э. Вавилон?,Синаххериб,Ассархаддон,Ашшурнасирпал II ,Тиглатпаласар III
8,Какие земли были включены в состав Российской империи Александром I в 1801 году?,Восточная Грузия,Азербайджан,Крым,Восточная Армения
9,К какому из перечисленных музыкальных инструментов ближе всего ангелика?,Лютня,Цимбалы,Гусли,Скрипка
