,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется вино из ароматного винограда?,Мускат,Москатель,Мескаль,Мускус
1,К какому духовно-рыцарскому ордену принадлежал Бриан де Буагильбер — персонаж романа В. Скотта «Айвенго»?,Тамплиеры,Госпитальеры,Орден Святого Гроба Господня,Вифлеемский орден
2,Какой из этих медведей сумчатый?,Коала,Белый,Панда,Гризли
3,Названия скольких штатов США начинается на букву «F»?,1,2,3,4
4,Что держит в руке древнегреческий бог Гименей?,Факел,Кольца,Шампанское,Ключ
5,В каком году город Выборг окончательно вошел в состав СССР?,В 1944,В 1941 ,В 1945,В 1939
6,До своего замужества будущая Екатерина Великая была принцессой...,Анхальт-Цербстской,Брауншвейг-Люнебургской,Баден-Вюртембергской,Шлезвиг-Гольштейнской
7,Какая из этих оболочек сердца является внутренней?,Эндокард,Эпикард,Миокард,Перикард
8,Кто из великих французских ученых закончил свои дни на гильотине?,Антуан Лоран Лавуазье,Блез Паскаль,Луи Пастер,Жозеф Луи Лагранж
9,Кто изобрел фортепиано?,Бар­то­ло­мео Кристофори,Джакомо Кариссими,Андреа Габриели,Джироламо Фрескобальди
