,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что, согласно тексту ""Интернационала"", собирался сделать мировой пролетариат после того, как разрушит ""весь мир насилья""?",Построить новый мир,Раздуть мировой пожар,Отвезти его обломки на свалку истории,Отдохнуть
1,"Что в переводе с английского означает слово ""коктейль""?",Петушиный xвост,Индюшачий гребень,Фазанье крыло,Лебединая шея
2,Какая из этих стран в Европе имеет наибольшую площадь?,Украина,Германия,Швеция,Франция
3,"Название какого старинного огнестрельного оружия переводится как ""змеевидный""?",Кулеврина,Мушкет,Пищаль,Аркебуза
4,"Кому принадлежат строки-пророчества: ""Настанет год России, чёрный год. Когда царей корона упадёт ...""?",М.Ю.Лермонтов,Н.А.Некрасов,А.С.Пушкин,М.Нострадамус
5,"Как называется изюм, изготовленный из сладких зелёных и белых сортов винограда?",Сабза,Коринка,Шигани,Бидана
6,Какая единственная река вытекает из озера Байкал?,Ангара,Сарма,Бугульдейка,Давша
7,Кто забил решающий мяч в финале чемпионата мира по футболу 2014 года?,М. Гётце,Л. Подольски,М. Клозе,Б. Швайнштайгер
8,"В творчестве какого поэта был период так называемой ""Долбинской осени""?",В. А. Жуковский,К. Д. Бальмонт,А. А. Фет,Н. С. Гумилёв
9,Кто из лицейских товарищей А. С. Пушкина был его секундантом на дуэли с Дантесом?,К. К. Данзас,В. К. Кюхельбекер,И. И. Пущин,М. Л. Яковлев
