,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой знак используется в азбуке Морзе?,тире,вопросительный,точка с запятой,кавычки
1,Чем заполняют игровое поле судоку?,цифрами,крестиками и ноликами,смайликами,буквами
2,Какая из этих единиц массы наименьшая?,карат,золотник,грамм,унция
3,Что из этого является столицей Македонии?,Скопье,Куманово,Тетово,Битола
4,Мужская сборная какой страны чаще других становилась чемпионом мира по настольному теннису?,Китай,Венгрия,Швеция,Япония
5,Руководителем какого театра является Сергей Безруков?,Губернского,Молодёжного,Столичного,Областного
6,Какой из этих языков не относится к германской группе?,Латышский,Английский,Африкаанс,Исландский
7,Где расположены клетки микроглии?,В нервной ткани,В костной ткани,В крови,В печени
8,Какое достижение установил на чемпионате мира по футболу 2006 года вратарь сборной Италии Джанлуиджи Буффон?,Не пропустил ни одного мяча с игры от соперников,Отбил все назначенные в его ворота пенальти,Забил гол ударом от своих ворот,Забил два гола в ворота соперников
9,"Как назывался пароход, на котором Марина Цветаева вернулась из эмиграции в Советский Союз?",«Мария Ульянова»,«Надежда Крупская»,«Владимир Ленин»,«Иосиф Сталин»
