,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой шедевр на холсте был у папы Карло?,Очаг,Голландка,Камин,Буржуйка
1,"Как называется амплуа актрисы, исполняющей роли простодушных молодых девушек?",Инженю,Наивняк,Гризетка,Травести
2,Как зовут диснеевского летающего слона?,Дамбо,Бамси,Бимбо,Симба
3,"Кто озвучивал Вячеслава Полунина в фильме Рязанова ""Привет, дуралеи""?",Андрей Мягков,Юрий Яковлев,Олег Басилашвили,Игорь Верник
4,Как называется парламент Нидерландов?,Генеральные штаты,Сенат,Палата,Ложа
5,Какой стране принадлежит остров Эльба — место ссылки Наполеона?,Италия,Греция,Великобритания,Франция
6,Какой цвет в композиции икебаны символизирует зиму?,Чёрный,Зелёный,Белый,Красный
7,Какое вещество никогда не переходит в твёрдое состояние при нормальном давлении?,Гелий,Водород,Азот,Кислород
8,"Кто из персонажей не имеет отношения к любовному треугольнику, возникшему в ходе действия оперы Дж. Верди «Аида»?",Рамфис,Радамес,Аида,Амнерис
9,"Кто из великих высказал мудрую мысль: «Карлик, ставший на плечи великана, видит дальше великана. Но в нём нет биения гигантского сердца!»?",Гейне,Ницше,Гёте,Данте
