,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как в советской прессе 60-х годов часто именовали Кубу?,Остров свободы,Таинственный остров,Остров сокровищ,Остров невезения
1,В честь какого флотоводца называют воспитанников военно-морских училищ?,Нахимов,Ушаков,Сенявин,Крузенштерн
2,Какое оружие только колющее? ,кортик ,палаш ,ятаган ,шашка 
3,Что в Новый год делает Снежинка — дочка польского Деда Мороза Микулаша?,Вяжет снежный покров,Куёт сосульки,Рисует на окнах,Заливает катки
4,У какого медведя подошвы лап покрыты шерстью?,У белого,У гималайского,У бурого,У очкового
5,Как в крокете называются центральные ворота?,Мышеловка,Волчья яма,Западня,Капкан
6,Что в 1903 году помогло выбраться из ледового плена кораблю «Гаусс» немецкой южнополярной экспедиции?,зола,динамит,кипяток,машинное масло
7,Какой из национальных парков Швеции является крупнейшим?,Падьеланта,Абиску,Муддус,Костерхавет
8,Кто не является трёхкратным олимпийским чемпионом по боксу?,Олег Саитов,Феликс Савон,Теофило Стивенсон,Ласло Папп
9,Кто из этих южноамериканских волшебников пера не является Нобелевским лауреатом?,Жоржи Амаду,Мигель Анхель Астуриас,Габриэль Гарсия Маркес,Пабло Неруда
