,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Чем является кошка для финнов?,Символ электронной почты,Пища,Священное животное,Игрушка
1,Чем играют в петанк?,Металлическими шарами,Деревянными булавами,Пластиковыми дисками,Игральными картами
2,Что из перечисленного не является обувью?,Нарты,Липты,Унты,Пимы
3,Что в старину означало слово «ширинка»?,Платок,Скатерть,Цветок,Флажок
4,Каким чином из трёх существующих принимают в православие мусульман?,Первым,Никаким,Третьим,Вторым
5,В каком веке возникла существовавшая 13 лет независимая Корсиканская республика?,XVIII,XX,XVII,XIX
6,На какой из монет США изображён президент Джордж Вашингтон?,Квотер (25 центов),Никель (5 центов),Дайм (10 центов),Хаф (50 центов)
7,Какая из этих рек впадает не в Северное море?,Одра,Рейн,Темза,Эльба
8,Кто считается первым официальным чемпионом мира по стоклеточным шашкам?,Исидор Вейс,Вячеслав Щёголев,Герман Гогланд,Анатоль Дюссо
9,"Как называют бескровное жертвоприношение (вино, мёд, вода), характерное почти для всех древних религий?",Либация,Элиминация,Кульминация,Элонгация
