,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется метод креативного решения проблем в командном стиле по Алексу Осборну?,"""Мозговой штурм""","""Брэйн-Ринг""","""Мозгобойня""","""Вынос мозга"""
1,Какая из перечисленных кукол не играла в театре Карабаса-Барабаса?,Буратино,Арлекин,Пьеро,Мальвина
2,"От какой болезни, вызванной авитаминозом, страдали многие моряки до XVIII века?",Цинга,Пеллагра,Рахит,Бери-бери
3,Кто автор книги «Дети против волшебников»?,Н. Зервас,А. Линдгрен,Н. Носов,Д. Толкин
4,В какой части организма млекопитающих находится сальниковая сумка?,Брюшная полость,Грудная клетка,Подкожная клетчатка,Верхняя полая вена
5,"Как называется специальная кисть, которую используют палехские мастера в технике золочения?",Лампемзель,Нокбензель,Мамзель,Штройзель
6,Какой из этих инструментов по принципу извлечения звука является щипковым?,Клавесин,Рояль,Клавикорд,Пианино
7,"Какая украинская песня, по распространённой версии, стала основой для арии “Summertime” из оперы Джорджа Гершвина «Порги и Бесс»?",«Ой ходить сон коло вікон»,«В глибокій долині»,"«Ой, у гаю при Дунаю соловей щебече»",«Місяць і зорі»
8,"Кто изображён на картине ""L. H. O. O. Q."" художника Марселя Дюшана, считающегося одним из основоположников концептуального искусства?",Джоконда с усами и бородой,"Девочка на шаре, катящаяся по Берлинской стене",Мадонна с гранатами и автоматом Калашникова,"Венера, рождающаяся из лужи нефти"
9,"Студентов какого вуза в дореволюционной России за цвет мундиров и зимние пыжиковые шапки, согласно легенде, прозвали ""чижиками-пыжиками""?",Императорское училище правоведения,Императорский Санкт-Петербургский историко-филологический институт,Императорский Александровский лицей,Морское инженерное училище императора Николая I
