,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что в известной песне кричали грузчики: «Наш Костя, кажется…»?",Влюбился,Подрался,Изменил Соне,Напился
1,Как называется настольная подставка для книг?,Пюпитр,Табльдот,Бюро,Секретер
2,Что такое эвфемизм?,Замена неприличных слов благопристойными,Предпочтение женщин мужчинам,Склонность к галлюцинациям,Движение в защиту феминисток
3,Сколько раз сборная Италии выигрывала чемпионат мира по футболу?,4,3,2,1
4,При чьём правлении в России число бояр было больше?,Пётр I,Семибоярщина,Иван Грозный,Иван III
5,Какое растительное сырьё используется при производстве динамита?,Арахис,Ананасы,Бананы,Какао-бобы
6,"Как на Руси называли две шеренги солдат, через которые прогоняли провинившегося?","""зеленая улица""","""серая дорога""","""черная тропа""","""красная линия"""
7,"Прокат какой из этих кинокомедий в Швеции сопровождался слоганом: ""Фильм настолько смешной, что в Норвегии его запретили""?","""Житие Брайана по Монти Пайтону"" (реж. Т. Джонс)","""Знакомство с Факерами 2"" (реж. П. Вайц)","""Тупой и ещё тупее"" (реж. П. Фаррелли, Б. Фаррелли)","""Деликатесы"" (реж. Ж. -П. Жёне, М. Каро)"
8,Какой мультсериал не относится к продукции студии анимационного кино «Мельница»?,«Фиксики»,«Приключения в Изумрудном городе»,«Барбоскины»,«Приключения Лунтика и его друзей»
9,На какой стокгольмской улице расположен музей-квартира Астрид Линдгрен?,Далагатан,Варвсгатан,Хорнсбруксгатан,Вулканусгатан
