,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0, Что в этом ряду не является синонимом?, фобия, спесь, чванство, гонор
1,"Что означает выражение ""зашибить дрозда"", бытовавшее на Руси в старину?",Выпить лишнего,Удачно поохотиться,Выполнить работу,Взять фальшивую ноту
2,"На какой высоте находилась планка, перелетев которую Елена Исинбаева установила мировой рекорд на Олимпиаде в Пекине?","5,05 м","5,00 м","5,03 м","5,08 м"
3,Какой басни нет у И. А. Крылова?,Волк и кошка,Волк и лисица,Волк и журавль,Волк и мышонок
4,Столицей какого государства является город Порт-Луи?,Маврикий,Науру,Бруней,Чад
5,"Как химики XVIII века называли гипотетическую субстанцию, высвобождающуюся из вещества при его горении?",Флогистон,Пироклав,Монада,Эфир
6,Какие основные красные сорта винограда используются при приготовлении вин в регионе Бордо?,"Каберне совиньон, каберне фран, мерло","Пино нуар, черный гамэ","Сира, гренаш, мурведр","Шардоне, совиньон блан, семийон"
7,Какой будущий чемпион пожертвовал музыкой ради шахмат после провала в конкурсном отборе в Большом театре по классу вокала?,Василий Смыслов,Анатолий Карпов,Борис Спасский,Тигран Петросян
8,"Какой фильм, единственный в жанре ""фэнтези"", получил ""Оскар"" в номинации ""Лучший фильм года""?","""Властелин колец: Возвращение короля""","""Гарри Поттер и философский камень""","""Властелин колец: Братство Кольца""","""Властелин колец: Две крепости"""
9,Кто в 1755 году стал первым директором Московского университета?,Алексей Михайлович Аргамаков,Иван Иванович Шувалов,Харитон Андреевич Чеботарёв,Николай Иванович Новиков
