,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Сколько денег никогда не собрать купюрами российских рублей образца 1997 года?,458 рублей,3210 рублей,455 рублей,190 рублей
1,Как раньше назывался цвет светлой морской волны?,Марина,Синявый,Аквамарин,Гаити
2,У какого из этих животных нет иголок?,Муравьед,Дикобраз,Ехидна,Полосатый тенрек
3,Кто был третьим президентом США?,Джефферсон,Рузвельт,Линкольн,Вашингтон
4,"Как называется пьеса Шварца, по которой Марк Захаров снял кинофильм «Обыкновенное чудо»?",«Обыкновенное чудо»,«Медведь»,«Волшебник забавляется»,«Рождественская сказка»
5,Где в человеческом организме можно найти гидроксиапатиты?,Зуб,Печень,Кровь,Мочевой пузырь
6,"По роману какого бразильского писателя режиссер Холл Бартлетт поставил фильм ""Генералы песчаных карьеров""?",Жоржи Амаду,Рубен Фонсека,Пауло Коэльо,Луиш Аугусто де Мадейраш
7,Какой из этих звездчатых сапфиров самый крупный?,Черная Звезда Квинсленда,Легенда Камбха-Лоа,Кабошон Гарри Спенсера,Сумрак Брахмапутры
8,"В каком виде спорта встречаются элементы с названиями ""Фламинго"", ""Цапля"", ""Нептун"", ""Барракуда""?",Синхронное плавание,Художественная гимнастика,Фигурное катание,Фристайл
9,"На гербе какого государства изображены астрологические знаки Овна, Тельца, Близнецов и Рака, символизирующие революцию марта-июля 1845 г.?",Эквадор,Малайзия,Парагвай,Индонезия
