,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какую футбольную команду в народе называют красно-белыми?,Спартак,ЦСКА,Зенит,Торпедо
1,Какие языки существуют?,Свистящие,Лающие,Икающие,Мычащие
2,"Какой предмет, подаренный Ариадной, помог Тесею выйти из лабиринта?",клубок,катушка,бобина,веретено
3,В каком городе был построен и спущен на воду первый в мире атомный ледокол «Ленин»?,Ленинград,Калининград,Мурманск,Владивосток
4,Какую партию возглавлял Тони Блэр?,Лейбористская партия,Консервативная партия,Демократическая юнионистская партия,Либеральные демократы
5,"Что означает самоназвание Древнего Египта ""Та-кемет""?",Черная земля,Великая река,Рожденная богами,Ложе Солнца
6,Сколько пятиконечных звезд на флаге Австралии?,1,5,4,0
7,Какие из этих древних племен не относятся к германским?,Пруссы,Готы,Франки,Англы
8,"Как называлось кафе, совладельцами которого были С. Есенин и А. Мариенгоф?",«Стойло Пегаса»,«Поэтическое кафе»,«Поэт и Лира»,«Москва кабацкая»
9,Какая культура представителей рода Homo первой покинула пределы Африки?,Ашёльская,Клектонская,Аббевильская,Олдувайская
