,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В каком городе расположен Дворец дожей?,Венеция,Флоренция,Рим,Ватикан
1,Как называется линия соприкосновения спокойной поверхности воды с корпусом плавающего судна?,Ватерлиния,Завязка,Дедлайн,Ватерпас
2,Какой период отсутствовал в истории древнего Рима?,Теократия,Республика,Империя,Царский период
3,"Как называются организмы, для жизнедеятельности которых не требуется наличие кислорода?",Анаэробы,Аэробы,Суккуленты,Миксотрофы
4,Что Холмс впервые узнал от доктора Ватсона?,Земля вращается вокруг Солнца,Бегемот и гиппопотам — одно и то же,Вена — столица Австрии,Автор «Гамлета» — Шекспир
5,Какой артист блестяще сыграл роль Тевье-молочника в телеспектакле Сергея Евлахишвили?,Михаил Ульянов,Зиновий Гердт,Михаил Светин,Владимир Долинский
6,Кто из них не входил во Второй триумвират?,Тит Фульвий Юний Макриан,Марк Антоний,Гай Юлий Цезарь Октавиан,Марк Эмилий Лепид
7,Кто из шахматистов — чемпионов мира иногда брал на игру своего кота?,Алехин,Стейниц,Капабланка,Ласкер
8,Кем были вымершие археоптерисы?,Растениями,Рыбами,Птицами,Ящерами
9,Кто принимал участие в озвучивании мультфильма «Пластилиновая ворона»?,Леонид Броневой,Леонид Ярмольник,Леонид Каневский,Леонид Куравлев
