,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой памятник стоит в Санкт-Петербурге на Сенатской площади?,«Медный всадник»,Памятник Пушкину,Памятник святому Исааку,«Чижик-Пыжик»
1,Станции с каким названием нет в московском метро?,«Торпедо»,«ЦСКА»,«Спартак»,«Динамо»
2,Какая из планет практически лишена атмосферы?,Меркурий,Венера,Марс,Земля
3,Какой город был присоединен к Китаю в 1997 году?,Гонконг,Макао,Сингапур,Тайбэй
4,"Из чего делают бакальяу — португальское блюдо, которое характеризуется как сушёное и очень солёное?",Треска,Говядина,Тыква,Картофель
5,"Под каким знаком зодиака родился лирический герой песни В. Высоцкого ""Прерванный полёт""?",Телец,Овен,Лев,Стрелец
6,Какое событие вызвало раскол в церкви и дестабилизировало римский понтификат на рубеже IX—X столетий?,Трупный синод,Разделение христанства на католичество и православие,Папа Бонифаций VI коронован императором Священной Римской империи,Папский престол заняла женщина
7,Какая из этих теннисисток не выигрывала классический Большой шлем в одиночном разряде?,Серена Уильямс,Маргарет Смит-Корт,Штеффи Граф,Морин Коннолли
8,"В чьём саду ""Как хороши, как свежи были розы...""?",И. П. Мятлев,А. Н. Апухтин,К. К. Случевский,И. С. Тургенев
9,Какой международный договор о территориальном размежевании в Северной Америке зафиксировал передачу Флориды от Испании Соединённым Штатам?,Договор Адамса — Ониса,Договор Гуадалупе-Идальго,Договор Гадсдена,Договор 1818 года
