,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как зовут бывшего президента Российской Федерации?,Дмитрий Анатольевич,Дмитрий Александрович,Дмитрий Алексеевич,Дмитрий Андреевич
1,Колебания какой частоты можно назвать ультразвуком?,60000 Гц,4 Гц,120 Гц,3000 Гц
2,"Что можно узнать о рыбе, сосчитав кольца на ее чешуе?",Возраст,Пол,Вкус,Породу
3,"С речи Черчилля в каком городе началась, по мнению историков, ""холодная война"" против СССР?",Фултон,Глазго,Лондон,Кембридж
4,"Для чего служила трубка в первом телефоне, изобретенным Александром Беллом?",Для передачи и приема,Для передачи звука,Для приема звука,Трубки не было вообще
5,"Какие из этих животных относятся к тому же отряду что и зайцы, и кролики?",Пищухи,Лемминги,Капибары,Даманы
6,Кем во время Великой Отечественной войны был Михаил Калашников?,Командир танка,Капитан корабля,Командир эскадрильи,Начальник штаба
7,"Кто автор пьесы-сказки «Синяя птица», на МХАТовскую постановку которой когда-то водили всех московских детей?",Метерлинк,Уайльд,Ибсен,Стриндберг
8,Кто автор поэмы «Лейли и Меджнун»?,Физули,Гончабейим,Насими,Саади
9,"Кто из известных женщин закончил свою биографию словами: «Спасибо, Господи, за мою хорошую жизнь и за всю ту любовь, которая была мне дарована»?",Агата Кристи,Эдит Пиаф,Мэрилин Монро,Коко Шанель
