,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто судит поединок боксёров на ринге?,рефери,арбитр,прокурор,присяжный заседатель
1,"Какой напиток вы получите, заказав во французском ресторане «un citron pressé»?",Лимонад,Горячий шоколад,Корневое пиво,Холодный чай
2,Какой из этих детективов носит сутану?,Отец Браун,Ниро Вульф,Эркюль Пуаро,Огюст Дюпен
3,Кто автор строк: «И дым Отечества нам сладок и приятен!»?,А. С. Грибоедов,Ф. И. Тютчев,А. С. Пушкин,М. Ю. Лермонтов
4,"Кто является автором строк: «Толпа жадно читает исповеди, записки, потому что в подлости своей радуется унижению высокого, слабостям могущего. При открытии всякой мерзости она в восхищении»?",Александр Сергеевич Пушкин,Иван Алексеевич Бунин,Иван Сергеевич Тургенев,Фёдор Михайлович Достоевский
5,Какой город представлен в Премьер-лиге двумя футбольными командами?,Краснодар,Ростов,Нижний Новгород,Санкт-Петербург
6,"Что буквально на арабском означает слово ""обезьяна""?",Отец блуда,Мать порядка,Сестра хаоса,Брат тьмы
7,"Какое из этих напряжений электрической сети не входит в стандартизированный ряд номинальных напряжений, согласно ГОСТ 29322–2014?",50 кВ,10 кВ,6 кВ,35 кВ
8,"Кто является автором скульптуры ""Нет насилию"", изображающей револьвер со взведённым курком, но с закрученным в узел дулом?",Карл Фредрик Ройтерсвард,Вилли Гордон,Аксель Йиреон Валленберг,Лисс Эрикссон
9,В состав какого из перечисленных ферментов входят ионы железа?,Пероксидаза,Лакказа,Билирубиноксидаза,Аскорбатоксидаза
