,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"По какой реке путешествовали Джеромовские ""трое в лодке, не считая собаки""?",Темза,Рейн,Сена,Терек
1,Кто был вторым космонавтом?,Титов,Гагарин,Терешкова,Армстронг
2,Что в Лондоне называют андеграундом?,Метро,Автобус,Полицейский участок,Самолёт
3,Назовите по порядку сверху вниз цвета флага Армении.,"Красный, синий, оранжевый","Зелёный, синий, оранжевый","Синий, оранжевый, красный","Оранжевый, красный, синий"
4,Как химики называют соли фосфорной кислоты?,Ортофосфаты,Фосфиты,Пирофосфаты,Метафосфаты
5,Какое из этих массовых вымираний живых организмов на Земле произошло раньше?,Кислородная катастрофа,Ордовикско-силурийское вымирание,Пермское вымирание,Мел-палеогеновое вымирание
6,Как величается осетр в «Повести о Ерше Ершовиче»?,Воевода ,Гетман,Генерал,Голова
7,Куда попадает жидкость при гидротораксе?,В плевральную полость,В средостение,В бронхи,В альвеолы
8,Какую памятную дату неофициально отмечают в России 8 августа?,"День памяти нотариусов, пострадавших от преступлений и беззакония","День памяти адвокатов, пострадавших от прокуроров","День памяти депутатов, пострадавших при исполнении обязанностей","День памяти милиционеров, погибших на спецзаданиях"
9,"Как звучит строчка стихотворения Ильи Эренбурга: "" Что любовь? Нежнейшая...""?",Безделка,Игрушка,Вещица,Забава
