,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кого в мультфильме ""Приключения Винни-Пуха"" можно назвать самым печальным героем?",Ослик Иа-Иа,Пятачок,Сова,Винни-Пух
1,"Какую из этих процедур медики раньше называли ""Клистир""?",Клизма,Инъекция,Компресс,Ингаляция
2,Что повар обычно кладёт в суп?,хлорид натрия,нитрат калия,сульфат бария,сульфит магния
3,"Сколько шаров надо ""положить"", чтобы выиграть на бильярде партию в ""американку""?",8,10,7,9
4,"Как держит поводья Пётр I на знаменитом памятнике ""Медный всадник""?",Левой рукой,Двумя руками,Не держит поводья вовсе,Правой рукой
5,Кто был вторым (и последним) российским Нобелевским лауреатом в номинации «Физиология или медицина»?,И. И. Мечников,Н. И. Пирогов,Д. И. Ивановский,И. П. Павлов
6,Какой интернет-домен установлен для Антарктиды?,.aq,.qu,.cy,.ab
7,"В «Золотом теленке» «пикейные жилеты», обсуждая, что Ганди приехал в Данди, спорили, может ли город быть головой. Где находится город Данди?",Индия,Пакистан,Бангладеш,Великобритания
8,Какие из этих вен относятся к венам мышечного типа?,Плечевая вена,Вены глаз,Вены мозговых оболочек,Вены селезенки
9,Информацию о чём содержит древнеегипетский папирус Ринда?,Математика,Любовь,Религия,Политика
