,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что обозначала буква А в аббревиатуре ""стройки века"" советской эпохи БАМ?",Амурская,Атлантическая,Армейская,Ангарская
1,"На какой станции хватились сбежавшего щенка в стихотворении С. Маршака ""Багаж""?",Дно,Орша,Жлобин,Казатин
2,Что изобрёл в XIX веке англичанин Джордж Стефенсон?,Паровоз,Пароплан,Пароход,Парашют
3,В какой из этих моментов времени стрелки часов не образуют прямую линию?,20:05,16:54,12:32,14:43
4,От какой империи Россия унаследовала двуглавого орла на гербе?,Византийской,Римской,Османской,Китайской
5,Атрибутом какого «смешарика» является галстук-бабочка?,Кар-Карыч,Крош,Пин,Копатыч
6,В честь кого получил свое название Воротниковский переулок в Москве?,Караульных,Воров-карманников,"Кустарей, делавших подъемные вороты",Изготовителей воротников шуб
7,К какой группе элементарных частиц относятся электроны?,Лептоны,Глюоны,Мезоны,Бозоны
8,Какой из этих клубов выигрывал Лигу чемпионов (Кубок чемпионов) по футболу больше одного раза?,Бенфика,Стяуа,Челси,Боруссия Дортмунд
9,"Кто исполнял «Аппассионату» Людвига ван Бетховена, когда В. И. Ленин отметил, что лучше музыки он не встречал?",Исай Добровейн,Эмиль Гилельс,Мария Гринберг,Николай Метнер
