,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Сколько законов Ньютона существует?,3,1,4,2
1,Кто из этих профессионалов не привык оказываться в яме?,повар итальянского ресторана,прыгун в длину,дирижёр Большого театра,слесарь автосервиса
2,Без чего не приготовить популярную начинку для шоколадных конфет пралине?,Без орехов,Без ванили,Без молока,Без нуги
3,"За какого советского футболиста, согласно В. С. Высоцкому, итальянский клуб «Фиорентина» предлагал миллион?",Анатолий Бышовец,Эдуард Стрельцов,Валентин Иванов,Игорь Численко
4,"Какой цветок, как и подсолнух, всегда поворачивается к солнцу?",Лотос,Турецкая гвоздика,Флокс,Зверобой
5,"Кто в 1955 г. написал очерк ""Великий сказочник"" про Ханса Кристиана Андерсена?",К. Г. Паустовский,Н. Г. Гарин-Михайловский,А. Т. Твардовский,К. И. Чуковский
6,Какую реку древние греки называли Танаис?,Дон,Днестр,Дунай,Днепр
7,Какую из этих опер написал не Бедржих Сметана?,«Галька»,«Далибор»,«Две вдовы»,«Либуше»
8,"Как раньше называлось парусное судно ""Крузенштерн"", которое ходит под российским флагом?","""Падуя""","""Пассат""","""Проссейн""","""Пекин"""
9,Какой космический аппарат исследовал с близкого расстояния спутник Урана — Миранду?,«Вояджер-2»,«Маринер-10»,«Викинг»,«Пионер-11»
