,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какому напитку посвящен антиалкогольный музей в Казани?,Самогону,Бузе,Кумысу,Рассолу
1,"Сценическое имя какой из этих певиц совпадает с именем героини поэмы А. С. Пушкина ""Цыганы""?",Земфира,Анастасия,Азиза,Алсу
2,"Если увеличить ребро куба в полтора раза, то во сколько раз увеличится его объём?","В 3,375 раза",В 3825 раза,"В 3,25 раза","В 2,85 раза"
3,"Пять ярчайших звезд какого созвездия образуют фигуру, похожую на «W»?",Кассиопея,Пегас,Геркулес,Большой пес
4,"В какой из этих стран в 1967г. к власти пришли ""черные полковники""?",Греция,Италия,Дания,Гибралтар
5,Какое действие не предусмотрено первой поправкой к Конституции США?,Право на ношение оружия,Свобода печати,Право собрания,Свобода слова
6,Какая страна является родиной гандбола?,Дания,Германия,Швеция,Англия
7,Какая древняя индийская игра стала прототипом современного бадминтона?,Пуна,Шантрадж,Кабадди,Лила
8,"В каком году распахнуло свои двери для посетителей кабаре ""Мулен Руж""?",1889,1937,1915,1893
9,"Какая из этих рек, согласно научным данным, является более древней?",Нил,Урал,Инд,Конго
